Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Carbon Emissions(g/km)
3,6,AS8,Z,12.7,8.8,10.9,26,257
3,6,AS8,Z,12.8,9.5,11.3,25,264
2,4,AS8,Z,11.7,8.4,10.2,28,238
3,6,AS8,Z,12.7,8.8,10.9,26,257
4.4,8,AS8,Z,16.6,12.1,14.6,19,343
3,6,AS8,D,10,7.6,8.9,32,233
3,6,AS8,Z,13,9.7,11.5,25,269
4.4,8,AS8,Z,15.7,11.4,13.8,20,322
4.4,8,AS8,Z,16.6,12.1,14.6,19,343
3,6,AS8,Z,13,9.7,11.5,25,269
4.4,8,AS8,Z,15.7,11.4,13.8,20,322
2,4,AS8,Z,10.7,7.1,9.1,31,212
2,4,M6,Z,10.7,7,9,31,211
3,6,AM7,Z,13.7,10,12.1,23,282
3,6,AM7,Z,13.7,10,12.1,23,282
3.6,6,A6,X,15.8,10.6,13.4,21,315
3.6,6,A6,X,16.1,10.8,13.7,21,323
1.4,4,AS6,X,9.5,7.2,8.5,33,199
1.4,4,AS6,X,10.2,8,9.2,31,215
1.4,4,AS6,X,8.5,6.9,7.8,36,182
1.4,4,AS6,X,8.9,7.4,8.2,34,192
2,4,A6,Z,11.8,9.1,10.6,27,248
3.6,6,AS6,X,13.7,8.6,11.4,25,268
3.6,6,AS6,E,18.7,12.4,15.8,18,260
2.4,4,AS6,X,9.6,6.5,8.2,34,193
3.6,6,AS6,X,13.8,9,11.7,24,274
3.6,6,AS6,E,18.5,12.5,15.8,18,263
2,4,AS6,Z,11.4,7.9,9.8,29,231
2,4,M6,Z,11.6,7.6,9.8,29,230
2.4,4,AS6,X,9.6,6.5,8.2,34,193
2,4,AS6,Z,12.4,8.7,10.7,26,252
2,4,AS6,Z,11.4,7.9,9.8,29,231
2,4,M6,Z,11.6,7.6,9.8,29,230
2.4,4,AS6,X,11.3,7.4,9.6,29,224
2,4,AS8,Z,10.5,7.6,9.2,31,215
2,4,M6,Z,12,8.1,10.3,27,240
2.5,4,AS8,X,10.6,7.3,9.1,31,214
3.6,6,AS8,X,11.6,7.9,9.9,29,233
2,4,AS8,Z,10.8,7.8,9.4,30,221
3.6,6,AS8,X,12.2,8.5,10.5,27,247
3.6,6,AS8,Z,14.7,9.8,12.5,23,293
3.6,6,M6,Z,14.2,10.2,12.4,23,289
2,4,AS8,Z,11,7.6,9.5,30,222
3,6,AS8,Z,13,9,11.2,25,263
3.6,6,AS8,X,12.8,8.7,11,26,257
2,4,AS8,Z,11,7.6,9.5,30,221
3.6,6,AS8,X,11.6,7.9,9.9,29,233
2,4,AS8,Z,11.2,8.1,9.8,29,229
3.6,6,AS8,X,12.2,8.5,10.5,27,247
3.6,6,AS8,Z,14.7,9.8,12.5,23,293
6.2,8,AS8,Z,16.6,11.1,14.1,20,332
6.2,8,A8,Z,16,11.2,13.9,20,325
3.6,6,AS6,X,14.2,9.8,12.3,23,287
3.6,6,AS6,X,14.8,10.4,12.8,22,300
3.6,6,AS6,X,13.6,8.6,11.3,25,263
3.6,6,AS6,X,13.9,8.9,11.6,24,273
3.6,6,AS6,Z,15,10.2,12.8,22,302
2,4,AS8,Z,10.9,7.5,9.3,30,218
2,4,M6,Z,11.4,7.9,9.8,29,229
3.6,6,AS8,X,12.3,8.5,10.6,27,248
3.6,6,M6,X,13.2,8.7,11.2,25,261
6.2,8,AS8,Z,14.2,8.4,11.6,24,272
6.2,8,M6,Z,14.3,9.4,12.1,23,284
2,4,AV,X,9.7,9,9.4,30,220
2.5,4,A6,X,11.9,8.9,10.5,27,247
2.5,4,M6,X,12.2,9.1,10.8,26,253
2.8,4,A6,D,10.8,7.7,9.4,30,252
3.6,6,A6,X,13,9.2,11.3,25,265
2.5,4,A6,X,12.7,9.6,11.3,25,265
2.8,4,A6,D,12,8.2,10.3,27,277
3.6,6,A6,X,13.6,9.9,11.9,24,279
6.2,8,AS8,Z,14.6,8.1,11.7,24,275
6.2,8,M7,Z,13.7,8.2,11.2,25,263
6.2,8,AS8,Z,17.7,10.2,14.3,20,335
6.2,8,M7,Z,15.7,10.6,13.4,21,313
1.4,4,AS6,X,7.8,5.6,6.8,42,159
1.4,4,M6,X,8.2,5.8,7.1,40,167
1.4,4,AS6,X,7.8,5.9,6.9,41,160
1.4,4,AS6,X,9.1,6.3,7.8,36,184
1.4,4,M6,X,9,6.2,7.8,36,182
1.8,4,AS6,X,10.5,6.8,8.8,32,207
1.8,4,M6,X,9.4,6.6,8.1,35,190
1.4,4,A6,X,9,6.1,7.7,37,181
1.4,4,M6,X,8.4,5.6,7.1,40,167
2.4,4,A6,X,10.5,7.3,9.1,31,214
3.6,6,A6,X,14.2,9.5,12.1,23,285
2.4,4,A6,X,10.5,7.3,9.1,31,214
2.4,4,A6,E,15.6,10.8,13.4,21,221
2.4,4,A6,X,11.5,8.2,10,28,235
3.6,6,A6,X,14.9,10.1,12.8,22,300
2.4,4,A6,X,11.5,8.2,10,28,235
2.4,4,A6,E,16.3,11.6,14.2,20,236
6,8,A6,X,22,14.9,18.8,15,441
6,8,A6,X,23,16,19.8,14,465
2.5,4,AS6,X,10.6,7.5,9.2,31,215
3.6,6,AS6,X,12.5,8.2,10.6,27,248
3.6,6,AS6,E,17,11.5,14.5,19,239
3.6,6,AS6,X,13.9,9.3,11.9,24,272
3.6,6,AS6,N,15.2,9.5,12.7,22,213
1.5,4,A6,X,8.7,6.3,7.6,37,179
2,4,AS8,Z,10.6,7.1,9,31,211
2.5,4,AS6,X,10,7,8.6,33,202
1.8,4,AV,X,5,5.1,5.1,55,122
5.3,8,A6,X,14.6,10.4,12.7,22,298
6.2,8,A8,Z,16.1,11.4,14,20,328
4.3,6,A6,X,13.5,10,11.9,24,280
4.3,6,A6,E,19.3,14.4,17.1,17,284
5.3,8,A6,X,14.6,10.4,12.7,22,298
5.3,8,A6,E,19.9,14,17.2,16,286
5.3,8,A6,X,15,10.7,13.1,22,307
6.2,8,A8,Z,16.3,11.6,14.2,20,332
4.3,6,A6,X,14.2,10.7,12.6,22,296
4.3,6,A6,E,20.3,15.3,18.1,16,301
5.3,8,A6,X,15,10.7,13.1,22,306
5.3,8,A6,E,20.5,14.4,17.8,16,295
5.3,8,A8,X,14.4,11.2,13,22,304
1.4,4,AS6,X,9,6.8,8,35,188
1.4,4,M6,X,8.5,6.2,7.5,38,175
1.8,4,AS6,X,9.6,6.7,8.3,34,195
1.8,4,M5,X,9,6.8,8,35,187
1.4,4,AS6,X,9.5,7.1,8.4,34,195
1.4,4,M6,X,8.9,7,8,35,189
1.4,4,AS6,X,9,6.8,8,35,188
1.4,4,M6,X,8.5,6.2,7.5,38,175
1.8,4,AS6,X,9.6,6.7,8.3,34,195
1.8,4,M5,X,9,6.8,8,35,187
1.4,4,AS6,X,9.5,7.1,8.4,34,195
1.4,4,M6,X,8.9,7,8,35,189
1.4,4,AV,X,7.6,5.7,6.7,42,157
1.4,4,M5,X,7.8,5.8,6.9,41,162
5.3,8,A6,X,15.1,10.4,13,22,304
5.3,8,A6,X,15.1,10.4,13,22,304
5.3,8,A6,E,20.5,14,17.6,16,288
5.3,8,A6,X,15.4,10.8,13.3,21,312
5.3,8,A6,X,15.4,10.8,13.3,21,312
5.3,8,A6,E,22.2,15.3,19.1,15,317
5.3,8,A6,X,15.1,10.4,13,22,304
5.3,8,A6,X,15.1,10.4,13,22,304
5.3,8,A6,E,20.5,14,17.6,16,288
5.3,8,A6,X,15.2,10.8,13.2,21,310
5.3,8,A6,X,15.2,10.8,13.2,21,310
5.3,8,A6,E,20.9,14.5,18,16,300
3.6,6,A6,X,15.8,10.6,13.4,21,315
3.6,6,A6,X,16.1,10.8,13.7,21,323
1.4,4,AS6,X,9.2,7,8.2,34,193
1.4,4,M6,X,9.1,6.9,8.1,35,190
1.4,4,AS6,X,9.7,7.6,8.7,32,205
2.4,4,A9,X,10.2,6.4,8.5,33,198
2.4,4,A9,E,13.6,8.5,11.3,25,186
3.6,6,A9,X,12.4,7.5,10.2,28,239
3.6,6,A9,E,16.5,10.1,13.6,21,225
3.6,6,A9,X,12.8,8.1,10.7,26,250
3.6,6,A9,E,16.9,10.8,14.1,20,232
3.6,6,A8,X,12.4,7.7,10.3,27,240
3.6,6,A8,X,12.4,7.7,10.3,27,240
3.6,6,A8,E,16.8,10.3,13.9,20,229
5.7,8,A8,X,14.8,9.3,12.3,23,289
3.6,6,A8,X,12.8,8.6,10.9,26,257
3.6,6,A8,X,12.8,8.6,10.9,26,257
3.6,6,A8,E,17.3,11.7,14.8,19,243
3.6,6,A6,X,14.1,9.5,12,24,282
3.6,6,A6,E,19.7,13.3,16.8,17,279
3.6,6,A8,X,12.4,7.8,10.3,27,242
5.7,8,M6,X,15.6,10,13.1,22,307
6.4,8,M6,Z,16.8,10.4,13.9,20,326
5.7,8,A8,X,14.8,9.3,12.3,23,289
6.4,8,A8,Z,15.7,9.5,12.9,22,302
6.4,8,M6,Z,16.8,10.4,13.9,20,326
6.4,8,A8,Z,15.7,9.5,12.9,22,302
6.2,8,A8,Z,17.6,10.7,14.5,19,339
6.2,8,M6,Z,18.1,11.4,15.1,19,353
3.6,6,A5,X,13.7,8.9,11.5,25,271
3.6,6,A8,X,12.4,7.7,10.3,27,240
3.6,6,A5,X,13.7,8.9,11.5,25,271
3.6,6,A5,E,18.7,12.4,15.9,18,264
3.6,6,A8,X,12.4,7.7,10.3,27,240
3.6,6,A8,E,16.8,10.3,13.9,20,229
5.7,8,A5,X,15.7,9.6,12.9,22,302
5.7,8,A8,X,14.8,9.3,12.3,23,289
6.4,8,A8,Z,15.7,9.5,12.9,22,302
3.6,6,A8,X,12.8,8.6,10.9,26,257
3.6,6,A8,X,12.8,8.6,10.9,26,257
3.6,6,A8,E,17.3,11.7,14.8,19,243
5.7,8,A5,X,16.1,10,13.4,21,313
6.4,8,A8,Z,15.7,9.5,12.9,22,302
6.2,8,A8,Z,17.6,10.7,14.5,19,339
2,4,M6,X,9.4,6.5,8.1,35,189
2.4,4,A6,X,10.1,6.8,8.6,33,202
2.4,4,M6,X,10.5,6.7,8.8,32,205
2,4,A6,X,9.9,7,8.6,33,201
2,4,A6,E,13.3,9.3,11.5,25,187
2.4,4,A6,X,10.6,7.5,9.2,31,215
2.4,4,M6,X,10.2,7,8.8,32,207
1.4,4,AM6,X,8.4,5.9,7.3,39,171
1.4,4,M6,X,8.5,5.8,7.3,39,171
3.6,6,A8,X,12.8,9.5,11.3,25,265
5.7,8,A8,X,16.7,10.7,14,20,329
3.6,6,A6,X,13.7,9.4,11.8,24,276
3.6,6,A6,E,19.2,13.1,16.4,17,269
2.4,4,A4,X,12.7,9.1,11.1,25,260
3.6,6,A6,X,14.2,9.4,12.1,23,283
3.6,6,A6,E,18.9,12.9,16.2,17,270
3.6,6,A6,X,14.5,9.9,12.4,23,292
8.4,10,M6,Z,19.2,11.3,15.6,18,364
1.4,4,A6,X,8.7,6.9,7.9,36,183
1.4,4,M5,X,7.9,6.3,7.2,39,168
1.4,4,A6,X,8.7,6.9,7.9,36,183
1.4,4,M5,X,7.6,5.9,6.8,42,160
1.4,4,A6,X,9.6,7.3,8.6,33,200
1.4,4,M5,X,8.5,6.9,7.8,36,183
1.4,4,A6,X,9.6,7.3,8.6,33,200
1.4,4,M5,X,8.5,6.9,7.8,36,183
1.4,4,A6,X,9.6,7.3,8.6,33,200
1.4,4,M5,X,8.5,6.9,7.8,36,183
1.4,4,A6,X,10.6,7.8,9.4,30,218
1.4,4,AM6,X,9.9,7.2,8.7,32,203
1.4,4,M6,X,9.3,7.1,8.3,34,194
1.4,4,M6,X,9.5,6.9,8.3,34,194
2.4,4,A9,X,10.6,7.6,9.3,30,217
2.4,4,A9,X,11,7.9,9.6,29,224
2,4,AV,X,5.6,6.4,6,47,140
2,4,AS6,X,11.5,7.8,9.8,29,231
2,4,AS6,X,11.3,7.9,9.8,29,228
3.5,6,AS6,X,13.4,9,11.4,25,268
2,4,AS6,X,11.8,8.4,10.3,27,240
2.7,6,AS6,X,13.6,9.8,11.9,24,278
3.5,6,AS6,X,13.7,9.6,11.8,24,278
1.6,4,AS6,X,10.1,7.4,8.9,32,208
2,4,AS6,X,10.9,7.9,9.6,29,224
2.5,4,AS6,X,10.9,7.6,9.4,30,220
1.6,4,AS6,X,10.5,7.9,9.4,30,220
2,4,AS6,X,11.4,8.4,10,28,236
3.5,6,AS6,X,16.2,11.9,14.3,20,334
3.5,6,AS6,X,16.4,12.1,14.4,20,338
2.3,4,AS6,X,12.6,8.5,10.8,26,253
3.5,6,AS6,X,13.9,9.6,12,24,280
3.5,6,AS6,E,18.7,12.9,16.1,18,264
2.3,4,AS6,X,13.1,9.1,11.3,25,265
3.5,6,AS6,X,14.9,10.7,13,22,305
3.5,6,AS6,X,14.4,10.4,12.6,22,295
3.5,6,AS6,E,19.7,14.1,17.2,16,282
2.7,6,AS6,X,12.3,9.2,10.9,26,256
3.5,6,AS6,X,13.5,9.8,11.9,24,278
2.7,6,AS6,X,13.1,9.8,11.2,25,263
3.5,6,AS6,X,14.7,10.7,12.9,22,303
3.5,6,A6,X,13.2,9.6,11.6,24,272
3.5,6,A6,E,17.9,13,15.7,18,261
5,8,AS6,X,15.3,10.6,13.2,21,309
5,8,AS6,E,20.6,14.3,17.8,16,292
5,8,AS6,X,16.8,11.8,14.5,19,341
5,8,AS6,E,20.6,14.3,17.8,16,293
2.7,6,AS6,X,13.1,10.1,11.7,24,275
3.5,6,AS6,X,14.7,10.7,12.9,22,303
2.7,6,AS6,X,13.3,10.7,12.3,23,288
3.5,6,AS6,X,15.6,11.7,13.8,20,324
3.5,6,A6,X,14,10.6,12.5,23,292
3.5,6,A6,E,19.1,14.3,16.9,17,278
5,8,AS6,X,16,11.3,13.8,20,324
5,8,AS6,E,21.6,15.1,18.7,15,306
5,8,AS6,X,16.8,12.4,14.8,19,347
5,8,AS6,E,21.8,15.3,18.8,15,310
1.6,4,AS6,X,8.7,6.4,7.6,37,180
1.6,4,M5,X,8.5,6.5,7.6,37,179
1,3,M5,X,7.5,5.5,6.6,43,153
1.6,4,M6,X,9,7.1,8.1,35,191
3.5,6,AS6,X,14.7,10.2,12.7,22,298
3.5,6,AS6,X,14.7,10.7,12.9,22,303
3.5,6,AS6,X,15.7,11.2,13.7,21,322
1,3,AS6,X,8.5,5.9,7.3,39,171
1,3,M6,X,7.8,5.7,6.8,42,160
2,4,AM6,X,8.9,6,7.6,37,178
2,4,AM6,E,11.9,8.3,10.3,27,170
2,4,AS6,X,9,6.2,7.8,36,183
2,4,AS6,E,12.1,8.6,10.5,27,175
2,4,M5,X,9.2,6.6,8,35,188
2,4,M5,E,12.3,8.9,10.8,26,179
2.3,4,M6,Z,12.1,9.3,10.9,26,255
2,4,M6,X,10.5,7.7,9.2,31,217
1.5,4,AS6,X,9.9,6.5,8.4,34,197
1.5,4,AS6,X,9.4,6.3,8,35,188
2,4,AS6,X,10.5,7,8.9,32,210
2.5,4,AS6,X,10.5,6.9,8.9,32,209
2,4,AS6,X,10.8,7.5,9.3,30,220
2,4,AV,X,5.4,5.7,5.5,51,130
2.3,4,AS6,X,11,7.4,9.4,30,219
2.3,4,M6,X,10.6,7.6,9.2,31,217
3.7,6,AS6,X,12.6,8.5,10.7,26,253
3.7,6,M6,X,13.6,8.4,11.2,25,264
5,8,AS6,X,14.9,9.5,12.4,23,292
5,8,M6,X,15.5,9.4,12.7,22,298
2.3,4,AS6,X,11.6,8,10,28,234
5,8,AS6,X,15.4,10,13,22,304
5.2,8,M6,Z,16.9,11,14.2,20,334
3.5,6,AS6,X,16.1,12.7,14.6,19,342
3.7,6,AS6,X,16.8,13.2,15.2,19,356
3.7,6,AS6,E,23.1,18.6,21,13,345
2,4,AS6,X,11.8,8.1,10.1,28,237
3.5,6,AS6,X,13.1,8.7,11.1,25,260
3.5,6,AS6,E,17.6,11.6,14.9,19,248
3.5,6,AS6,X,14.7,9.8,12.5,23,293
3.5,6,AS6,X,13.6,9.8,12.4,23,291
3.5,6,AS6,E,18.7,13.3,16.3,17,271
1.6,4,AS6,X,10.8,8,9.5,30,223
2.5,4,AS6,X,11.9,8.6,10.4,27,243
2.5,4,AS6,X,11.9,8.6,10.4,27,243
2.5,4,AS6,E,16.1,11.8,14.2,20,233
2.5,4,AS6,X,12.4,8.7,10.7,26,252
2.5,4,AS6,X,12.4,8.7,10.7,26,252
2.5,4,AS6,E,16.8,12,14.6,19,240
2.5,4,AS6,X,12.4,8.7,10.7,26,252
2.5,4,AS6,X,12.4,8.7,10.7,26,252
2.5,4,AS6,E,16.8,12,14.6,19,240
3.6,6,A6,X,15.8,10.6,13.4,21,315
3.6,6,A6,X,16.1,10.8,13.7,21,323
2.5,4,A6,X,11.9,8.9,10.5,27,247
2.5,4,M6,X,12.2,9.1,10.8,26,253
2.8,4,A6,D,10.8,7.7,9.4,30,252
3.6,6,A6,X,13,9.2,11.3,25,265
2.5,4,A6,X,12.7,9.6,11.3,25,265
2.8,4,A6,D,12,8.2,10.3,27,277
3.6,6,A6,X,13.6,9.9,11.9,24,279
6,8,A6,X,22,14.9,18.8,15,441
6,8,A6,X,23,16,19.8,14,465
5.3,8,A6,X,14.6,10.4,12.7,22,298
6.2,8,A8,Z,16.1,11.4,14,20,327
4.3,6,A6,X,13.5,10,11.9,24,280
4.3,6,A6,E,19.3,14.4,17.1,17,284
5.3,8,A6,X,14.6,10.4,12.7,22,298
5.3,8,A6,E,19.9,14,17.2,16,286
5.3,8,A6,X,15,10.7,13.1,22,307
6.2,8,A8,Z,16.3,11.6,14.2,20,332
4.3,6,A6,X,14.2,10.7,12.6,22,296
4.3,6,A6,E,20.3,15.3,18.1,16,301
5.3,8,A6,X,15,10.7,13.1,22,306
5.3,8,A6,E,20.5,14.4,17.8,16,295
5.3,8,A8,X,14.4,11.2,13,22,304
2.4,4,A6,X,10.5,7.3,9.1,31,214
3.6,6,A6,X,14.2,9.5,12.1,23,285
2.4,4,A6,X,10.5,7.3,9.1,31,214
2.4,4,A6,E,15.6,10.8,13.4,21,221
2.4,4,A6,X,11.5,8.2,10,28,235
3.6,6,A6,X,14.9,10.1,12.8,22,300
5.3,8,A6,X,15.1,10.4,13,22,304
5.3,8,A6,X,15.1,10.4,13,22,304
5.3,8,A6,E,20.5,14,17.6,16,288
5.3,8,A6,X,15.2,10.8,13.2,21,310
6.2,8,A8,Z,15.9,11.1,13.8,20,323
5.3,8,A6,X,15.2,10.8,13.2,21,310
5.3,8,A6,E,20.9,14.5,18,16,300
5.3,8,A6,X,15.1,10.4,13,22,304
5.3,8,A6,X,15.1,10.4,13,22,304
5.3,8,A6,E,20.5,14,17.6,16,288
5.3,8,A6,X,15.4,10.8,13.3,21,312
6.2,8,A8,Z,16.4,11.7,14.3,20,334
5.3,8,A6,X,15.4,10.8,13.3,21,312
5.3,8,A6,E,22.2,15.3,19.1,15,317
2.4,4,M6,X,10.3,7.2,8.9,32,207
3.5,6,AS6,X,11.4,7.3,9.5,30,223
3.5,6,M6,X,12.9,8.3,10.9,26,253
2.4,4,AV,X,8.6,6.4,7.6,37,177
3.5,6,A6,X,11.3,7,9.4,30,219
2.4,4,AV7,X,9.1,6.8,8,35,187
1.5,4,AV,X,7.5,5.6,6.7,42,155
2,4,AV,X,7.8,5.8,6.9,41,162
2,4,M6,X,8.9,6.1,7.7,37,179
1.5,4,AV,X,7.6,5.5,6.7,42,157
2,4,AV,X,7.8,5.8,6.9,41,162
2,4,M6,X,8.8,5.9,7.5,38,176
2.4,4,AV,X,8.8,6.9,7.9,36,186
2.4,4,AV,X,9.5,7.5,8.6,33,202
1.5,4,AV7,X,7,6.4,6.8,42,157
1.5,4,M6,X,7.9,6.5,7.3,39,169
1.5,4,AV,X,7,5.7,6.4,44,150
1.5,4,AV7,X,7.3,6.1,6.8,42,158
1.5,4,M6,X,8.1,6.4,7.3,39,171
1.8,4,AV,X,8.3,6.7,7.6,37,177
1.8,4,AV7,X,8.3,6.7,7.6,37,177
1.8,4,M6,X,9.3,7,8.3,34,193
1.8,4,AV,X,8.8,7.2,8.1,35,190
1.8,4,AV7,X,8.8,7.2,8.1,35,190
3.5,6,A6,X,12.3,8.5,10.6,27,250
3.5,6,A6,X,12.4,8.8,10.8,26,253
3.5,6,A6,X,13,9.3,11.3,25,265
3.5,6,AS9,X,12.4,9.3,11,26,257
1.6,4,AS6,X,8.9,6.3,7.7,37,179
1.6,4,M6,X,8.7,6.3,7.6,37,176
1.8,4,AS6,X,8.5,6.3,7.5,38,176
1.8,4,M6,X,8.8,6.4,7.7,37,180
2,4,AS6,X,9.7,6.7,8.3,34,194
2,4,M6,X,9.8,7,8.5,33,198
2,4,AS6,X,9.8,7.2,8.6,33,203
2,4,M6,X,9.8,7.1,8.6,33,202
5,8,AS8,Z,15.8,10.2,13.3,21,312
3.8,6,AS8,X,14.4,9.4,12.1,23,285
5,8,AS8,Z,17.3,10.5,14.2,20,332
3.8,6,AS8,Z,14.4,9.5,12.2,23,284
3.8,6,M6,Z,14.1,9.6,12.1,23,283
3.3,6,AS6,X,12.9,9.4,11.3,25,265
3.3,6,AS6,X,13,9.7,11.5,25,269
2.4,4,AS6,X,11.7,8.7,10.3,27,239
2,4,AS6,X,12.9,9.7,11.5,25,266
2.4,4,AS6,X,12.5,9.3,11.1,25,257
3.3,6,AS6,X,13.9,10.8,12.5,23,295
2,4,AS6,X,10.4,7.4,9.1,31,214
2.4,4,AS6,X,9.4,6.5,8.1,35,191
2.4,4,AS6,X,10,7,8.6,33,204
2,4,AM6,X,5.9,5.3,5.6,50,133
2,4,AM6,X,6,5.5,5.8,49,136
2,4,AS6,X,10.1,7.6,9,31,211
1.6,4,AM7,X,9.9,8.4,9.2,31,219
2,4,AS6,X,11,9,10.1,28,240
1.6,4,AM6,X,8.3,6.5,7.5,38,177
1.6,4,M6,X,8.8,6.7,7.8,36,186
1.6,4,AM6,X,8.9,7.1,8.1,35,191
1.6,4,M6,X,9.4,7,8.3,34,197
2,4,AS7,Z,10.2,7.7,9.1,31,214
3,6,AS7,Z,12.1,8.1,10.3,27,242
2,4,AS7,Z,10.6,8.4,9.6,29,226
3,6,AS7,Z,12.3,8.5,10.6,27,249
3,6,AS7,Z,12.9,9,11.1,25,262
3,6,AS7,Z,11.8,8.8,10.5,27,247
3,6,AS7,Z,12.3,9.1,10.8,26,256
3.5,6,AS7,Z,8.4,6.9,7.7,37,181
3.5,6,AS7,Z,8.7,7.6,8.2,34,193
3.7,6,AS7,Z,13.2,9.7,11.6,24,274
5.6,8,AS7,Z,14.9,10.2,12.8,22,300
3.5,6,AS7,Z,8,6.9,7.5,38,177
3.7,6,AS7,Z,13.7,9.7,11.9,24,279
3.5,6,AV7,Z,11.8,8.5,10.3,27,242
3.5,6,AV7,Z,12.2,8.9,10.7,26,252
2.5,4,AV7,X,8.9,8.4,8.7,32,204
3.7,6,AS7,Z,14.5,10.7,12.8,22,301
5.6,8,AS7,Z,17.4,12.2,15.1,19,354
3,6,AS8,Z,12.1,8.5,10.5,27,246
3,6,M6,Z,14.9,9.8,12.6,22,296
3,6,AS8,Z,12.1,8.5,10.5,27,246
3,6,M6,Z,14.9,9.8,12.6,22,296
5,8,AS8,Z,15,10.2,12.8,22,302
5,8,AS8,Z,15.7,10.4,13.3,21,311
5,8,AS6,Z,15.7,10.4,13.3,21,311
3,6,AS8,Z,12.5,8.7,10.8,26,254
3,6,M6,Z,15.3,9.9,12.9,22,302
3,6,AS8,Z,13,9.1,11.3,25,264
3,6,AS8,Z,12.5,8.7,10.8,26,254
3,6,M6,Z,15.3,9.9,12.9,22,302
3,6,AS8,Z,13,9.1,11.3,25,264
3,6,AS8,Z,11.9,8.3,10.3,27,241
3,6,AS8,Z,14,8.9,11.7,24,275
3,6,AS8,Z,14.1,9.3,11.9,24,279
5,8,AS8,Z,15.8,10.2,13.3,21,313
5,8,AS8,Z,15.8,10.2,13.3,21,313
2.4,4,A9,X,10.9,7.7,9.5,30,223
2.4,4,A9,X,10.9,7.7,9.5,30,223
2.4,4,A9,E,15.2,10.2,12.9,22,213
3.2,6,A9,X,11.4,8.1,9.9,29,233
2.4,4,A9,X,11.3,8.3,10,28,233
2.4,4,A9,X,11.3,8.3,10,28,233
2.4,4,A9,E,15.9,11,13.7,21,226
3.2,6,A9,X,11.6,8.5,10.2,28,240
2.4,4,A9,X,11.4,8.6,10.1,28,238
3.2,6,A9,X,12.5,8.9,10.9,26,256
2.4,4,A9,X,12.1,9.4,10.9,26,255
3.2,6,A9,X,12.2,9,10.8,26,253
2,4,AV,X,10.8,8.9,10,28,234
2,4,M5,X,10.3,7.8,9.2,31,214
2.4,4,A6,X,11.2,8.6,10,28,235
2.4,4,M5,X,10.2,8.2,9.3,30,218
2.4,4,A6,X,11.7,9.1,10.5,27,248
2.4,4,M5,X,10.6,8.6,9.7,29,228
2.4,4,AV,X,11.7,10.3,11.1,25,259
3.6,6,A8,X,12.8,9.5,11.3,25,265
5.7,8,A8,X,16.7,10.7,14,20,329
3,6,A8,D,11.2,8.4,9.9,29,267
6.4,8,A8,Z,18.5,12.6,15.8,18,370
2,4,AV,X,10.8,8.9,10,28,234
2,4,M5,X,10.3,7.8,9.2,31,214
2.4,4,A6,X,11.2,8.6,10,28,235
2.4,4,M5,X,10.2,8.2,9.3,30,218
2.4,4,A6,X,11.7,9.1,10.5,27,248
2.4,4,M5,X,10.6,8.6,9.7,29,228
2.4,4,AV,X,11.7,10.3,11.1,25,259
1.4,4,M6,X,9.9,7.5,8.8,32,207
2.4,4,A9,X,10.8,7.7,9.4,30,220
2.4,4,A9,E,14.2,9.9,12.2,23,201
1.4,4,M6,X,9.9,7.5,8.8,32,203
2.4,4,A9,X,11.2,8,9.8,29,229
3.6,6,A5,X,14.1,11.1,12.8,22,299
3.6,6,M6,X,14.2,11,12.8,22,299
3.6,6,A5,X,14.8,11.7,13.4,21,314
3.6,6,M6,X,15,11.4,13.4,21,312
3.3,6,AS6,X,12.7,8.4,10.7,26,251
1.8,4,AS6,X,8.9,6.1,7.6,37,179
1.8,4,M6,X,9.3,6.3,7.9,36,186
2,4,AS6,X,9.7,6.7,8.3,34,196
2,4,M6,X,9.8,6.9,8.5,33,198
1.6,4,AS6,X,11.1,8,9.7,29,228
1.6,4,M6,X,11.1,8.2,9.8,29,227
2,4,AS6,X,9.5,7.2,8.5,33,199
2,4,M6,X,9.7,6.9,8.4,34,197
1.6,4,AS6,X,10.6,7.8,9.4,30,218
1.6,4,M6,X,10.8,8.1,9.6,29,222
2,4,AS6,X,9.7,7.1,8.6,33,200
2,4,M6,X,10,7.4,8.8,32,206
3.8,6,AS8,X,13.9,9.2,11.8,24,278
5,8,AS8,X,15.6,10.6,13.4,21,318
1.6,4,AM7,X,8.4,6.1,7.4,38,175
2,4,AS6,X,10.9,7.4,9.3,30,222
2.4,4,AS6,X,9.4,6.5,8.1,35,193
2.4,4,AM6,X,6.6,5.9,6.3,45,147
2.4,4,AM6,X,6.7,6.1,6.4,44,150
1.6,4,AS6,X,8.7,6.3,7.7,37,178
1.6,4,M6,X,8.8,6.4,7.7,37,179
1.6,4,AS6,X,8.5,6.3,7.6,37,175
2,4,AS6,X,10.1,7.6,9,31,214
2,4,M6,X,10.4,7.8,9.3,30,220
3.3,6,AS6,X,13.2,9.7,11.6,24,275
3.3,6,AS6,X,12.9,9.5,11.4,25,269
3.3,6,AS6,X,14.2,10.5,12.5,23,296
2,4,AS6,X,11.7,8.6,10.3,27,245
2.4,4,AS6,X,11.1,8.2,9.8,29,233
2,4,AS6,X,12.3,9.3,10.9,26,259
2.4,4,AS6,X,11.4,9.2,10.4,27,245
